status,time,card_type,city,amount,id
Success,2025-09-27 02:30:00,Discover,Mashhad,452545.0,81
Fail,2025-09-13 11:11:00,Discover,Shiraz,452545.0,52
Fail,2025-09-11 23:59:00,Mastercard,Tehran,1578078.0,18
Fail,2025-09-02 12:34:00,American Express,Karaj,774681.0,79
Success,2025-09-09 21:23:00,Mastercard,Karaj,63489.0,18
Fail,2025-09-26 21:23:00,Visa,Tehran,1578078.0,24
Success,2025-09-02 22:27:00,Mastercard,Isfahan,452545.0,23
Success,2025-09-21 19:51:00,Discover,Tehran,2020587.5,12
Fail,2025-09-09 05:23:00,Mastercard,Mashhad,1463119.0,23
Fail,2025-09-09 02:37:00,Mastercard,Tehran,2020587.5,21
Success,2025-09-08 04:04:00,Mastercard,Shiraz,0.0,64
Success,2025-09-17 02:30:00,Visa,Tehran,177050.0,91
Success,2025-09-01 04:40:00,Mastercard,Isfahan,976246.0,72
Fail,2025-09-25 17:17:00,Mastercard,Tehran,1.0,95
Fail,2025-09-29 11:11:00,Visa,Tehran,1305967.0,34
Success,2025-09-11 07:32:00,Mastercard,Tehran,343679.0,2
Fail,2025-09-08 11:11:00,Mastercard,Unknown,177050.0,69
Fail,2025-09-10 17:07:00,Visa,Qom,177050.0,31
Fail,2025-09-25 09:09:00,Mastercard,Tabriz,100.5,98
Fail,2025-09-07 02:37:00,Discover,Tehran,50200.0,68
Fail,2025-09-03 23:59:00,Visa,Tehran,976246.0,70
Fail,2025-09-03 11:11:00,Visa,Tehran,0.0,88
Fail,2025-09-18 05:23:00,Master Card,Qom,452545.0,19
Fail,2025-09-05 03:27:00,Discover,Tehran,452545.0,72
Success,2025-09-12 08:08:00,Mastercard,Tehran,452545.0,13
Success,2025-09-12 10:48:00,Visa,Tehran,177050.0,65
Success,2025-09-19 09:09:00,Master Card,Tehran,0.0,6
Fail,2025-09-30 19:51:00,Mastercard,Isfahan,0.0,71
Success,2025-09-06 22:27:00,Mastercard,Tabriz,1387769.0,27
Fail,2025-09-02 02:37:00,Discover,Shiraz,419089.0,79
Fail,2025-09-12 07:32:00,Visa,Ahvaz,1502601.0,52
Fail,2025-09-19 09:09:00,American Express,Karaj,976246.0,99
Fail,2025-09-05 07:32:00,Mastercard,Shiraz,1050805.0,88
Fail,2025-09-12 14:00:00,Visa,Tabriz,120000.0,48
Fail,2025-09-27 12:12:00,Mastercard,Tabriz,0.0,89
Fail,2025-09-27 05:23:00,American Express,Karaj,1578078.0,79
Success,2025-09-17 03:00:00,Mastercard,Ahvaz,200000.0,100
Success,2025-09-29 09:09:00,American Express,Tehran,555555.0,68
Fail,2025-09-17 19:51:00,American Express,Tehran,412308.0,44
Success,2025-09-10 21:23:00,Mastercard,Karaj,452545.0,17
Success,2025-09-25 07:08:00,Mastercard,Isfahan,1463119.0,96
Success,2025-09-23 18:45:00,Master Card,Qom,443463.0,38
Fail,2025-09-17 01:01:00,Visa,Shiraz,177050.0,10
Fail,2025-09-15 21:10:00,Mastercard,Ahvaz,452545.0,54
Success,2025-09-12 16:40:00,American Express,Ahvaz,452545.0,92
Success,2025-09-30 12:12:00,Mastercard,Tabriz,177050.0,6
Fail,2025-09-16 21:10:00,Discover,Qom,99999.0,6
Fail,2025-09-24 12:44:00,Discover,Tehran,850000.0,52
Success,2025-09-19 04:15:00,Discover,Karaj,0.0,15
Fail,2025-09-08 05:56:00,Discover,Karaj,914282.0,68
Success,2025-09-21 12:44:00,Mastercard,Tabriz,450000.0,57
Fail,2025-09-17 04:15:00,Mastercard,Tehran,914282.0,56
Success,2025-09-23 05:23:00,Discover,Tehran,419089.0,7
Fail,2025-09-05 22:27:00,Discover,Qom,450000.0,51
Success,2025-09-22 12:44:00,Visa,Tehran,850000.0,58
Success,2025-09-16 12:12:00,Mastercard,Karaj,1768588.0,64
Success,2025-09-06 09:45:00,Mastercard,Karaj,100.5,26
Fail,2025-09-08 17:07:00,Visa,Shiraz,12345.0,58
Fail,2025-09-25 23:59:00,Discover,Tehran,1782689.0,31
Fail,2025-09-18 12:12:00,Visa,Isfahan,471227.0,66
Fail,2025-09-25 11:11:00,Discover,Tehran,452545.0,93
Fail,2025-09-12 02:37:00,Visa,Tehran,200000.0,13
Fail,2025-09-15 03:00:00,Visa,Tehran,1782689.0,18
Fail,2025-09-27 03:27:00,American Express,Isfahan,452545.0,95
Success,2025-09-26 23:59:00,Discover,Qom,0.0,75
Fail,2025-09-09 10:05:00,Mastercard,Tehran,471227.0,13
Fail,2025-09-13 12:44:00,Visa,Qom,177050.0,24
Fail,2025-09-26 19:19:00,Discover,Tabriz,452545.0,57
Fail,2025-09-15 19:29:00,Discover,Tehran,914465.0,29
Fail,2025-09-10 21:23:00,Visa,Mashhad,0.0,56
Success,2025-09-16 09:45:00,Mastercard,Qom,200000.0,54
Fail,2025-09-07 14:11:00,Visa,Tehran,200000.0,5
Success,2025-09-17 07:32:00,Discover,Ahvaz,250000.0,35
Fail,2025-09-23 19:51:00,Mastercard,Isfahan,419089.0,19
Success,2025-09-26 23:59:00,Visa,Mashhad,1000.0,55
Success,2025-09-21 10:48:00,Nan,Shiraz,471227.0,77
Fail,2025-09-22 10:48:00,Mastercard,Tehran,545116.0,69
Fail,2025-09-26 16:40:00,Visa,Tehran,99999.0,44
Success,2025-09-07 09:45:00,Mastercard,Tabriz,900000.0,78
Success,2025-09-14 06:30:00,Visa,Ahvaz,0.0,38
Fail,2025-09-15 02:30:00,Mastercard,Tabriz,2020587.5,62
Fail,2025-09-21 21:10:00,Mastercard,Tehran,1387769.0,22
Fail,2025-09-07 18:12:00,Visa,Tabriz,2020587.5,73
Fail,2025-09-09 14:00:00,Visa,Karaj,300000.0,40
Success,2025-09-19 03:00:00,Visa,Shiraz,412308.0,26
Fail,2025-09-16 15:45:00,Discover,Karaj,419089.0,5
Success,2025-09-08 13:10:00,Visa,Tabriz,774681.0,94
Success,2025-09-18 11:11:00,Discover,Tehran,0.0,54
Fail,2025-09-27 04:15:00,Discover,Mashhad,452545.0,87
Fail,2025-09-23 17:17:00,Visa,Mashhad,333333.0,49
Success,2025-09-29 11:11:00,Discover,Tehran,0.0,3
Fail,2025-09-18 19:19:00,Discover,Tehran,419089.0,93
Fail,2025-09-30 06:06:00,American Express,Shiraz,419089.0,38
Fail,2025-09-20 14:00:00,Visa,Tehran,250000.0,14
Fail,2025-09-07 12:12:00,Visa,Qom,1387769.0,47
Success,2025-09-03 12:12:00,American Express,Tabriz,583952.0,14
Fail,2025-09-18 18:12:00,Visa,Tabriz,452545.0,75
Fail,2025-09-27 10:48:00,Mastercard,Qom,1463119.0,73
Success,2025-09-10 02:54:00,Discover,Qom,900000.0,38
Success,2025-09-07 10:48:00,Discover,Isfahan,1000.0,64
Fail,2025-09-17 19:29:00,Mastercard,Tehran,100000.0,44
Success,2025-09-14 19:51:00,Nan,Isfahan,343679.0,70
Success,2025-09-24 13:10:00,Mastercard,Tabriz,1768588.0,65
Success,2025-09-03 11:11:00,Nan,Tehran,452545.0,25
Fail,2025-09-12 14:00:00,American Express,Tehran,343679.0,16
Fail,2025-09-28 14:11:00,Visa,Karaj,471227.0,15
Fail,2025-09-13 07:32:00,Discover,Shiraz,343679.0,99
Fail,2025-09-02 14:00:00,Mastercard,Karaj,1463119.0,81
Fail,2025-09-03 00:00:00,American Express,Karaj,650000.0,3
Success,2025-09-05 08:59:00,Visa,Tehran,5000.0,67
Success,2025-09-11 14:55:00,Visa,Isfahan,177050.0,37
Success,2025-09-08 14:11:00,Discover,Qom,443463.0,81
Fail,2025-09-26 14:55:00,Discover,Tehran,1427657.0,55
Success,2025-09-23 02:30:00,Discover,Tehran,850000.0,38
Success,2025-09-23 10:05:00,Discover,Tehran,900000.0,63
Fail,2025-09-12 21:23:00,Mastercard,Ahvaz,50200.0,1
Fail,2025-09-07 19:29:00,American Express,Mashhad,0.0,71
Fail,2025-09-15 23:59:00,Discover,Mashhad,2020587.5,91
Success,2025-09-24 02:30:00,Visa,Isfahan,5000.0,19
Fail,2025-09-17 10:48:00,Mastercard,Tabriz,1305967.0,52
Success,2025-09-04 22:27:00,Mastercard,Mashhad,1472823.0,30
Fail,2025-09-29 04:04:00,American Express,Tehran,583952.0,55
Success,2025-09-22 18:12:00,Mastercard,Unknown,63489.0,14
Fail,2025-09-25 14:55:00,Mastercard,Isfahan,1883871.0,13
Success,2025-09-13 04:40:00,American Express,Tehran,1502601.0,84
Fail,2025-09-18 05:23:00,Nan,Karaj,471227.0,91
Fail,2025-09-01 11:11:00,Mastercard,Tabriz,5000.0,27
Success,2025-09-16 02:30:00,Discover,Tabriz,250000.0,90
Fail,2025-09-13 14:55:00,Discover,Unknown,914282.0,9
Fail,2025-09-10 02:30:00,Mastercard,Ahvaz,50200.0,41
Success,2025-09-12 06:06:00,Mastercard,Tabriz,450000.0,48
Success,2025-09-30 11:11:00,Mastercard,Tehran,914465.0,12
Fail,2025-09-02 04:15:00,Visa,Karaj,1883871.0,10
Fail,2025-09-23 23:59:00,American Express,Tabriz,0.0,6
Fail,2025-09-03 04:40:00,Visa,Tabriz,1472823.0,34
Success,2025-09-10 18:45:00,Mastercard,Karaj,100000.0,52
Success,2025-09-02 00:00:00,Mastercard,Karaj,1578078.0,41
Fail,2025-09-30 14:02:00,Visa,Mashhad,0.0,83
Success,2025-09-27 11:11:00,Mastercard,Tehran,300000.0,6
Fail,2025-09-23 07:08:00,Visa,Karaj,471227.0,2
Success,2025-09-13 18:12:00,Visa,Tehran,1883871.0,15
Fail,2025-09-13 23:59:00,Visa,Tehran,1427657.0,17
Success,2025-09-18 15:45:00,Mastercard,Tabriz,555555.0,16
Fail,2025-09-03 07:32:00,Visa,Tehran,419089.0,28
Fail,2025-09-27 11:11:00,Visa,Tabriz,63489.0,85
Success,2025-09-07 09:45:00,Visa,Tehran,177050.0,72
Fail,2025-09-14 18:45:00,Discover,Tehran,471227.0,10
Success,2025-09-20 17:07:00,Visa,Ahvaz,1.0,10
Success,2025-09-29 16:16:00,Visa,Mashhad,471227.0,10
Success,2025-09-30 08:59:00,Mastercard,Ahvaz,100000.0,73
Fail,2025-09-17 07:32:00,Visa,Qom,914282.0,28
Fail,2025-09-29 01:51:00,Visa,Tehran,452545.0,24
Fail,2025-09-30 08:08:00,Visa,Mashhad,452545.0,19
Success,2025-09-21 18:45:00,Mastercard,Qom,343679.0,98
Fail,2025-09-12 18:00:00,Mastercard,Tabriz,1387769.0,68
Success,2025-09-25 19:51:00,Mastercard,Tabriz,250000.0,56
Success,2025-09-16 19:40:00,Mastercard,Tabriz,452545.0,67
Success,2025-09-24 11:11:00,Mastercard,Shiraz,0.0,42
Success,2025-09-12 19:51:00,Visa,Tehran,63489.0,12
Fail,2025-09-15 08:08:00,Visa,Karaj,452545.0,18
Fail,2025-09-25 16:40:00,Mastercard,Isfahan,452545.0,23
Fail,2025-09-10 02:54:00,Visa,Isfahan,1768588.0,84
Success,2025-09-30 12:44:00,Visa,Ahvaz,471227.0,6
Fail,2025-09-25 02:24:00,Visa,Mashhad,0.0,53
Fail,2025-09-07 02:24:00,Mastercard,Isfahan,419089.0,99
Fail,2025-09-20 13:13:00,Visa,Tehran,452545.0,42
Success,2025-09-05 05:56:00,Discover,Isfahan,1768588.0,66
Fail,2025-09-01 10:48:00,Discover,Tehran,412308.0,30
Success,2025-09-30 10:48:00,Visa,Mashhad,452545.0,9
Success,2025-09-17 21:23:00,Visa,Tabriz,555555.0,92
Success,2025-09-03 19:19:00,Visa,Shiraz,452545.0,42
Fail,2025-09-13 08:08:00,Nan,Tabriz,205000.0,34
Fail,2025-09-14 07:08:00,Mastercard,Tehran,0.0,40
Fail,2025-09-24 07:08:00,Mastercard,Tehran,100.5,89
Fail,2025-09-30 16:40:00,American Express,Tabriz,1463119.0,17
Fail,2025-09-18 02:54:00,Mastercard,Karaj,1578078.0,29
Fail,2025-09-04 02:37:00,American Express,Karaj,914465.0,50
Success,2025-09-18 19:29:00,Visa,Tehran,0.0,76
Fail,2025-09-30 21:23:00,Visa,Tabriz,583952.0,96
Success,2025-09-05 17:07:00,American Express,Shiraz,914465.0,49
Fail,2025-09-25 21:10:00,American Express,Tabriz,1305967.0,73
Success,2025-09-16 07:32:00,Nan,Shiraz,177050.0,61
Success,2025-09-01 16:40:00,Nan,Tehran,123456.0,83
Fail,2025-09-21 11:11:00,American Express,Tehran,0.0,46
Success,2025-09-14 11:11:00,Visa,Tehran,177050.0,46
Success,2025-09-15 08:59:00,Visa,Karaj,0.0,17
Success,2025-09-09 19:51:00,Mastercard,Ahvaz,200000.0,66
Success,2025-09-15 12:34:00,Visa,Karaj,1.0,5
Success,2025-09-17 17:07:00,Visa,Ahvaz,120000.0,54
Success,2025-09-25 23:59:00,Visa,Unknown,123456.0,16
Success,2025-09-24 04:40:00,American Express,Ahvaz,100000.0,81
Success,2025-09-04 12:12:00,American Express,Isfahan,1387769.0,92
Fail,2025-09-12 06:06:00,Discover,Shiraz,914465.0,7
Success,2025-09-27 23:59:00,Visa,Isfahan,0.0,8
Success,2025-09-26 21:23:00,Mastercard,Tehran,452545.0,72
Success,2025-09-05 11:11:00,Nan,Tehran,471227.0,88
Success,2025-09-29 01:51:00,Visa,Qom,0.0,97
Fail,2025-09-05 07:08:00,Visa,Ahvaz,0.0,82
Fail,2025-09-11 11:11:00,American Express,Tehran,976246.0,38
Success,2025-09-28 10:48:00,Visa,Tabriz,900000.0,54
Fail,2025-09-06 21:10:00,Visa,Qom,200000.0,76
Fail,2025-09-07 06:30:00,Mastercard,Mashhad,343679.0,15
Success,2025-09-24 02:30:00,Mastercard,Ahvaz,452545.0,93
Fail,2025-09-14 16:16:00,Visa,Isfahan,100.5,50
Success,2025-09-24 10:48:00,Visa,Karaj,0.0,56
Success,2025-09-11 10:48:00,American Express,Isfahan,471227.0,96
Success,2025-09-30 07:07:00,Visa,Tehran,1502601.0,9
Success,2025-09-13 19:19:00,American Express,Tehran,1472823.0,8
Success,2025-09-02 11:11:00,Visa,Tehran,100.5,19
Fail,2025-09-25 11:11:00,Visa,Tehran,100.5,51
Fail,2025-09-07 11:11:00,Mastercard,Mashhad,1000.0,72
Fail,2025-09-20 04:40:00,Visa,Shiraz,1578078.0,99
Success,2025-09-04 14:30:00,Visa,Tehran,452545.0,57
Success,2025-09-27 05:56:00,Visa,Shiraz,914282.0,68
Success,2025-09-08 19:40:00,Visa,Qom,585954.0,31
Fail,2025-09-20 04:04:00,Visa,Tehran,585954.0,3
Success,2025-09-29 23:17:00,Nan,Isfahan,452545.0,100
Success,2025-09-22 07:32:00,Mastercard,Ahvaz,585954.0,83
Fail,2025-09-21 11:11:00,Visa,Tehran,1.0,43
Fail,2025-09-19 14:11:00,Visa,Tehran,452545.0,29
Fail,2025-09-13 07:07:00,Visa,Unknown,50200.0,10
Fail,2025-09-14 08:59:00,Discover,Karaj,63489.0,12
Fail,2025-09-10 19:51:00,American Express,Mashhad,976246.0,46
Fail,2025-09-11 11:11:00,Mastercard,Shiraz,205000.0,30
Fail,2025-09-02 11:11:00,Visa,Karaj,471227.0,95
Success,2025-09-25 08:08:00,Discover,Karaj,650000.0,82
Fail,2025-09-26 16:16:00,Visa,Tabriz,1463119.0,89
Success,2025-09-09 05:23:00,Visa,Mashhad,583952.0,32
Fail,2025-09-17 00:00:00,Mastercard,Shiraz,412308.0,73
Fail,2025-09-26 03:27:00,Mastercard,Tehran,250000.0,47
Success,2025-09-03 17:17:00,Visa,Tehran,1782689.0,89
Success,2025-09-24 05:56:00,American Express,Isfahan,452545.0,63
Fail,2025-09-06 11:11:00,American Express,Isfahan,2020587.5,26
Fail,2025-09-05 06:06:00,Visa,Tehran,177050.0,3
Success,2025-09-05 07:08:00,Discover,Tehran,452545.0,23
Success,2025-09-22 23:59:00,Visa,Tehran,0.0,75
Success,2025-09-15 09:09:00,Mastercard,Karaj,200000.0,74
Success,2025-09-23 23:59:00,Discover,Isfahan,976246.0,50
Fail,2025-09-17 05:23:00,Discover,Ahvaz,452545.0,36
Success,2025-09-09 03:27:00,Mastercard,Tehran,583952.0,13
Fail,2025-09-03 15:45:00,Nan,Isfahan,412308.0,29
Success,2025-09-20 23:17:00,Mastercard,Tabriz,1427657.0,38
Success,2025-09-26 03:27:00,American Express,Karaj,1000.0,77
Fail,2025-09-17 21:21:00,Visa,Tabriz,471227.0,91
Fail,2025-09-29 21:21:00,Visa,Mashhad,343679.0,84
Fail,2025-09-27 05:56:00,Mastercard,Karaj,2020587.5,5
Fail,2025-09-10 17:07:00,Mastercard,Tehran,2020587.5,20
Fail,2025-09-03 00:00:00,Mastercard,Karaj,0.0,78
Fail,2025-09-18 11:11:00,Visa,Isfahan,419089.0,14
Fail,2025-09-18 19:51:00,Visa,Qom,1158713.0,8
Success,2025-09-30 18:45:00,Discover,Karaj,123456.0,48
Fail,2025-09-17 01:51:00,Nan,Tehran,1578078.0,13
Fail,2025-09-24 10:48:00,Mastercard,Tehran,452545.0,24
Fail,2025-09-03 13:10:00,Discover,Tehran,452545.0,79
Fail,2025-09-03 02:54:00,Discover,Karaj,0.0,65
Fail,2025-09-06 08:08:00,Visa,Tehran,0.0,87
Success,2025-09-13 03:27:00,Mastercard,Ahvaz,0.0,34
Fail,2025-09-24 19:51:00,Visa,Karaj,976246.0,51
Success,2025-09-29 17:07:00,Visa,Tehran,452545.0,3
Success,2025-09-15 17:07:00,Mastercard,Tehran,452545.0,91
Fail,2025-09-25 05:23:00,Visa,Mashhad,1578078.0,78
Fail,2025-09-09 14:30:00,Mastercard,Shiraz,177050.0,58
Fail,2025-09-04 08:59:00,Mastercard,Tehran,333333.0,72
Fail,2025-09-14 19:19:00,Visa,Qom,1768588.0,55
Fail,2025-09-05 05:23:00,Mastercard,Mashhad,177050.0,80
Success,2025-09-02 14:55:00,Visa,Tehran,120000.0,42
Fail,2025-09-11 19:51:00,Mastercard,Tehran,205000.0,21
Fail,2025-09-09 14:11:00,American Express,Ahvaz,452545.0,10
Fail,2025-09-24 08:08:00,Mastercard,Tehran,583952.0,57
Success,2025-09-03 10:48:00,Mastercard,Isfahan,555555.0,25
Success,2025-09-27 17:17:00,Visa,Karaj,200000.0,56
Fail,2025-09-28 21:23:00,Visa,Tehran,0.0,38
Fail,2025-09-29 02:30:00,Visa,Tabriz,2020587.5,87
Fail,2025-09-09 04:04:00,Mastercard,Tehran,0.0,61
Fail,2025-09-03 16:40:00,Mastercard,Tehran,2020587.5,47
Success,2025-09-25 08:59:00,American Express,Tehran,177050.0,54
Success,2025-09-02 11:11:00,Visa,Qom,976246.0,46
Fail,2025-09-12 21:23:00,Discover,Tehran,177050.0,68
Success,2025-09-10 04:15:00,Mastercard,Karaj,1427657.0,4
Fail,2025-09-09 07:32:00,Mastercard,Tehran,419089.0,95
Success,2025-09-15 04:40:00,Discover,Ahvaz,120000.0,66
Fail,2025-09-08 12:12:00,Discover,Isfahan,419089.0,94
Success,2025-09-25 23:59:00,Visa,Tehran,177050.0,43
Success,2025-09-05 12:44:00,Visa,Isfahan,900000.0,62
Fail,2025-09-11 23:59:00,Visa,Isfahan,0.0,85
Success,2025-09-27 23:59:00,Master Card,Mashhad,2020587.5,85
Success,2025-09-02 01:51:00,Visa,Karaj,100.5,85
Success,2025-09-24 08:59:00,Visa,Tehran,452545.0,4
Success,2025-09-28 13:10:00,Visa,Isfahan,1472823.0,65
Fail,2025-09-15 05:56:00,Discover,Mashhad,1387769.0,62
Fail,2025-09-06 13:13:00,American Express,Tehran,452545.0,91
Fail,2025-09-08 14:02:00,American Express,Tehran,452545.0,2
Fail,2025-09-27 21:10:00,Discover,Ahvaz,583952.0,9
Success,2025-09-05 19:51:00,Mastercard,Mashhad,583952.0,57
Success,2025-09-16 14:55:00,Visa,Isfahan,1883871.0,45
Success,2025-09-26 00:00:00,Visa,Mashhad,0.0,18
Success,2025-09-18 03:00:00,Mastercard,Isfahan,1578078.0,48
Success,2025-09-06 12:12:00,Discover,Ahvaz,412308.0,42
Fail,2025-09-05 09:09:00,Mastercard,Tehran,452545.0,41
Success,2025-09-28 23:59:00,Master Card,Mashhad,850000.0,75
Fail,2025-09-16 03:27:00,Visa,Karaj,471227.0,90
Success,2025-09-13 20:20:00,Visa,Karaj,471227.0,91
Fail,2025-09-28 11:11:00,Visa,Tabriz,50200.0,58
Success,2025-09-05 23:59:00,Mastercard,Qom,545116.0,42
Fail,2025-09-13 12:34:00,Mastercard,Shiraz,774681.0,35
Success,2025-09-17 04:15:00,American Express,Tehran,1463119.0,38
Fail,2025-09-18 01:01:00,Mastercard,Isfahan,2020587.5,67
Fail,2025-09-08 14:02:00,Discover,Unknown,250000.0,41
Fail,2025-09-13 11:11:00,Discover,Shiraz,450000.0,100
Success,2025-09-30 04:40:00,Discover,Isfahan,583952.0,50
Success,2025-09-29 11:11:00,American Express,Tabriz,583952.0,87
Success,2025-09-19 05:23:00,Visa,Tabriz,1782689.0,72
Fail,2025-09-26 20:20:00,Visa,Isfahan,0.0,79
Success,2025-09-03 02:54:00,American Express,Tehran,583952.0,45
Success,2025-09-24 09:45:00,Discover,Tehran,250000.0,71
Fail,2025-09-08 03:00:00,Mastercard,Isfahan,0.0,19
Success,2025-09-02 03:00:00,Visa,Shiraz,5000.0,17
Success,2025-09-08 07:07:00,Visa,Tehran,850000.0,65
Fail,2025-09-27 04:40:00,Visa,Tehran,177050.0,94
Fail,2025-09-13 07:32:00,Mastercard,Tehran,1782689.0,77
Fail,2025-09-13 07:07:00,American Express,Tabriz,900000.0,56
Success,2025-09-01 10:48:00,Visa,Tehran,100.5,94
Success,2025-09-06 02:37:00,Nan,Qom,1463119.0,41
Fail,2025-09-24 08:08:00,American Express,Mashhad,1463119.0,42
Fail,2025-09-19 09:45:00,Mastercard,Tabriz,0.0,6
Fail,2025-09-16 09:09:00,Discover,Karaj,1387769.0,69
Success,2025-09-08 03:00:00,Visa,Mashhad,1.0,99
Success,2025-09-28 15:45:00,Discover,Tehran,1463119.0,75
Fail,2025-09-01 02:20:00,Discover,Tabriz,419089.0,73
Fail,2025-09-27 13:13:00,Nan,Tehran,452545.0,40
Fail,2025-09-27 18:00:00,Visa,Tehran,100.5,41
Success,2025-09-16 22:27:00,Master Card,Tabriz,452545.0,9
Success,2025-09-09 07:08:00,Mastercard,Tehran,177050.0,8
Success,2025-09-13 20:33:00,Visa,Mashhad,123456.0,44
Fail,2025-09-11 09:45:00,Mastercard,Mashhad,1578078.0,58
Success,2025-09-13 07:07:00,Mastercard,Isfahan,1000.0,67
Success,2025-09-25 12:12:00,Visa,Mashhad,123456.0,13
Success,2025-09-21 12:34:00,Mastercard,Tabriz,0.0,19
Fail,2025-09-10 14:55:00,Mastercard,Tehran,452545.0,99
Success,2025-09-04 05:23:00,Visa,Qom,0.0,97
Fail,2025-09-27 19:51:00,Visa,Tehran,555555.0,49
Fail,2025-09-06 12:44:00,Mastercard,Tehran,1472823.0,80
Fail,2025-09-28 03:27:00,Mastercard,Karaj,343679.0,82
Fail,2025-09-07 23:17:00,Visa,Isfahan,555555.0,78
Success,2025-09-05 17:07:00,Mastercard,Tabriz,452545.0,30
Fail,2025-09-11 22:27:00,Visa,Tehran,343679.0,66
Success,2025-09-13 23:59:00,Discover,Mashhad,0.0,77
Success,2025-09-26 02:24:00,Mastercard,Qom,1387769.0,92
Success,2025-09-25 14:30:00,Visa,Isfahan,1883871.0,59
Fail,2025-09-19 08:59:00,Visa,Tehran,2020587.5,53
Fail,2025-09-23 11:11:00,American Express,Qom,583952.0,52
Fail,2025-09-10 20:20:00,Mastercard,Isfahan,1768588.0,81
Success,2025-09-10 02:37:00,Mastercard,Tehran,452545.0,31
Fail,2025-09-11 14:11:00,Mastercard,Qom,1472823.0,15
Fail,2025-09-21 04:04:00,Mastercard,Tehran,471227.0,20
Success,2025-09-30 04:40:00,Visa,Tabriz,250000.0,5
Success,2025-09-07 19:40:00,Mastercard,Ahvaz,419089.0,7
Success,2025-09-18 21:23:00,Visa,Tehran,177050.0,18
Success,2025-09-04 19:51:00,Visa,Shiraz,1768588.0,56
Success,2025-09-02 02:30:00,Visa,Tehran,1472823.0,75
Success,2025-09-14 04:15:00,Visa,Tehran,200000.0,97
Success,2025-09-13 19:29:00,Mastercard,Isfahan,177050.0,92
Fail,2025-09-29 16:16:00,Mastercard,Qom,1387769.0,91
Fail,2025-09-12 12:12:00,Master Card,Mashhad,177050.0,45
Fail,2025-09-07 00:00:00,Mastercard,Shiraz,452545.0,28
Fail,2025-09-02 12:44:00,Visa,Isfahan,452545.0,50
Success,2025-09-13 02:37:00,Nan,Tehran,123456.0,2
Fail,2025-09-14 18:00:00,Mastercard,Tehran,1883871.0,84
Fail,2025-09-27 19:51:00,Mastercard,Karaj,100.5,68
Fail,2025-09-17 02:24:00,Mastercard,Tabriz,914465.0,77
Fail,2025-09-09 02:24:00,Visa,Karaj,545116.0,24
Success,2025-09-17 00:00:00,Visa,Karaj,452545.0,48
Success,2025-09-08 08:59:00,Visa,Tehran,443463.0,45
Fail,2025-09-02 21:21:00,Discover,Tehran,100.5,94
Success,2025-09-28 06:30:00,Discover,Tabriz,343679.0,58
Success,2025-09-24 02:20:00,Visa,Qom,100.5,36
Fail,2025-09-13 02:30:00,Visa,Karaj,452545.0,2
Fail,2025-09-03 11:11:00,Mastercard,Tehran,585954.0,18
Success,2025-09-16 19:19:00,American Express,Tabriz,1768588.0,49
Success,2025-09-06 20:20:00,Visa,Isfahan,452545.0,8
Fail,2025-09-19 02:24:00,Discover,Tehran,5000.0,58
Fail,2025-09-30 11:11:00,Visa,Qom,976246.0,15
Fail,2025-09-07 09:00:00,Mastercard,Mashhad,2020587.5,17
Fail,2025-09-10 06:06:00,Nan,Tabriz,1472823.0,23
Fail,2025-09-09 00:00:00,Visa,Mashhad,1387769.0,66
Success,2025-09-02 05:56:00,Discover,Isfahan,0.0,70
Fail,2025-09-28 21:23:00,Visa,Isfahan,177050.0,94
Success,2025-09-28 02:24:00,American Express,Tabriz,100.5,27
Fail,2025-09-15 19:29:00,Visa,Qom,300000.0,37
Fail,2025-09-30 22:27:00,American Express,Isfahan,1578078.0,49
Fail,2025-09-05 19:51:00,Mastercard,Tehran,250000.0,64
Success,2025-09-29 21:10:00,Visa,Tehran,205000.0,34
Fail,2025-09-22 02:24:00,Nan,Tehran,914465.0,18
Success,2025-09-04 21:21:00,Discover,Tehran,452545.0,64
Fail,2025-09-20 16:16:00,Visa,Isfahan,914465.0,74
Success,2025-09-04 12:12:00,Visa,Tabriz,452545.0,44
Fail,2025-09-18 20:33:00,Visa,Isfahan,419089.0,17
Fail,2025-09-04 18:45:00,American Express,Tabriz,2020587.5,59
Fail,2025-09-27 11:11:00,American Express,Qom,63489.0,13
Fail,2025-09-17 11:11:00,Discover,Karaj,0.0,52
Success,2025-09-12 20:33:00,Visa,Mashhad,452545.0,60
Success,2025-09-22 17:17:00,Visa,Tehran,2020587.5,42
Success,2025-09-17 07:08:00,American Express,Tehran,200000.0,92
Fail,2025-09-10 03:00:00,Visa,Tabriz,774681.0,64
Success,2025-09-22 21:21:00,Mastercard,Isfahan,1502601.0,66
Success,2025-09-01 12:12:00,Visa,Tehran,583952.0,34
Fail,2025-09-22 19:51:00,Mastercard,Tabriz,1578078.0,96
Fail,2025-09-26 18:45:00,Mastercard,Tehran,471227.0,88
Success,2025-09-24 14:30:00,American Express,Tehran,1000.0,71
Success,2025-09-27 20:33:00,Discover,Tehran,200000.0,64
Success,2025-09-18 14:11:00,Mastercard,Tehran,250000.0,33
Success,2025-09-18 06:06:00,Mastercard,Karaj,471227.0,12
Fail,2025-09-14 21:10:00,Mastercard,Tehran,200000.0,76
Success,2025-09-15 21:10:00,American Express,Tehran,914282.0,19
Fail,2025-09-29 14:02:00,Visa,Tehran,412308.0,9
